	F0380	H0617	H0613	H0618	H0846	M0828	M0829	H0757	J0060	H0577	H0571	J0036	H0661	H0664	H0915	H0914	H0668	H0851	F0371	H0587	J0078	J0076	J0074	H0742	H0866	J0058	F0445	J0042	J0040	H0775	H0849	J0020	H0790	H0793	H0796	J0126	J0024	J0054	J0056	H0762	H0647	J0072	H0768	H0781	H0681	H0785	H0886	H0659	J0022	H0800	H0716	H0656	H0896	H0700	H0812	H0705	J0038	H0709	M0853	M0852	J0128	M0855	M0854	J0124	H0624	H0627	H0667	H0622	H0682	H0680	H0684	H0523	H0689	H0823	M0839	H0736	H0735	J0003	J0001	M0848	H0638	M0845	M0846	M0847	M0840	M0841	M0842	M0843	H0694	H0693	M0833	J0018	H0838	H0930	M0834	J0090	J0092	J0094	M0831	M0830	H0601	J0109	M0835	J0005	M0837	M0836
H0896	1.218164808	1.411877018	1.222498106	0.720112202	1.091444894	1.167241674	1.080634442	1.017324872	1.322480122	0.567955778	1.545560598	1.068950856	0.79773817	0.938721456	1.255196502	1.268260502	0.95098776	0.865289626	1.23720066	0.648438254	1.301891316	1.254778038	1.239489938	0.989749366	1.215682318	1.27160427	1.045469396	1.34831916	1.066737902	1.131712824	1.369607516	1.191425582	1.19684383	1.05365361	1.191072204	0.799476488	1.30324742	0.934294348	0.991732346	1.055581406	0.99004015	1.02958775	1.074279424	1.05994227	0.775725666	1.02877947	1.20639937	1.06635034	1.19137739	1.060431608	0.92374209	1.105415902	0.0	1.141297022	1.07426561	1.333250506	1.251053436	1.089322752	1.14284589	1.171393782	1.177543178	1.08645398	1.236406332	0.928160498	1.326409562	0.75334455	0.987437506	0.869425222	0.840407288	1.178454892	1.18796159	0.953154338	0.956522404	0.988517098	1.05163717	1.061107604	0.937745678	1.125154106	1.28814913	0.864404982	1.36501214	1.287698726	1.352873946	1.303136514	1.061084862	1.380722722	1.446851152	0.841136628	1.220091532	0.973433736	0.990114994	1.137888464	1.404102678	0.986172774	1.315086558	1.19400832	1.097855784	1.153882178	1.101560464	0.79917707	0.951379172	0.78348513	1.293539584	0.924935004	1.341166056	1.38892429
H0700	1.327766222	1.598969564	0.942036648	1.02123484	1.188943744	1.181978196	1.061042268	1.072301062	1.061482676	1.138665056	1.546414468	1.081113302	0.916766276	1.123731874	1.240505472	1.197900124	1.048177442	0.994092584	1.100646202	1.12502462	1.414949122	1.266276756	1.374145404	0.898756428	0.970961064	1.08657132	1.219785182	1.34582069	0.9024655	1.121457974	1.32374495	1.275418968	1.209292264	1.115837932	1.120958286	1.113600238	0.975073006	0.80614491	1.120450688	1.07524502	0.748879916	0.84262086	1.08821033	1.056870632	1.095811356	0.90466032	0.909001452	1.158095054	1.423582212	1.148162258	1.035247904	1.105635772	1.141297022	0.0	1.131184324	1.151609664	1.29128827	1.22520575	1.318067416	1.288671628	1.110755028	1.044012714	1.32252761	0.816727564	0.727884216	0.855566752	1.173038624	1.06269166	1.13244677	1.18788331	1.295949088	1.00896184	0.968792106	1.125499996	1.143579316	1.137543574	0.999574884	1.165533952	1.324539872	1.156814828	1.497340974	1.41841214	1.368285796	1.424520744	1.158600752	1.295748004	1.425041938	0.949652774	1.32260523	1.01372137	0.986712952	1.282196046	1.338317112	0.947045296	1.273984528	0.820119682	1.253876542	1.06456724	1.254513658	1.143624444	1.323249482	1.20072226	1.267910598	1.314089474	1.376350018	1.430805488
H0812	0.906608994	1.168718968	0.869295716	1.001907192	0.767659688	0.757432492	1.101884688	0.686937134	1.021979176	0.815835556	1.368859012	1.085061762	0.833458884	1.04546231	1.316235404	1.373621196	0.880314538	0.849890604	1.068262354	1.079531544	1.275180994	1.248348672	1.44122652	0.532991252	1.042491848	1.23410848	0.92935989	1.149772582	0.908146384	0.592241926	1.384235562	1.333251636	0.568833452	0.701105004	0.78505633	0.991356718	1.075324606	0.904653382	1.24512588	0.58694974	1.07775412	0.919704592	0.636048234	0.514340524	0.936921444	0.707398984	1.306333436	0.840000134	1.28636434	0.519117318	0.921423052	1.123455848	1.07426561	1.131184324	0.0	1.112759836	1.272031346	1.110694482	0.849833288	0.738670984	0.992971548	0.640427826	1.040510774	0.724307104	1.024433164	0.950984564	1.153398304	0.8531227	0.952594534	1.076067398	1.224849132	1.008835948	0.969446358	0.691894016	0.910217368	1.108720802	0.787853044	0.961832432	1.180867064	1.026581264	1.26213945	1.35620704	1.259534532	1.18587144	0.693887236	0.886036204	1.23457401	0.747113834	1.308724202	0.958663978	0.735386508	1.040821494	1.438173476	0.942603944	0.853368328	0.893498338	1.319939302	0.93149012	0.721136694	0.93093824	1.02861125	1.155904184	0.855219286	1.361483126	0.791613766	0.90092296
H0705	1.193982998	1.364326304	1.102528324	1.140036008	1.370163304	1.120676408	0.871754444	1.210091154	0.874345944	1.23809196	1.465076636	1.160666594	1.209069088	1.40249499	1.610893724	1.646282896	1.275322574	1.182539416	0.870653642	1.297739928	1.408817202	1.372623884	1.660918616	0.944293456	1.32398044	1.3502166	1.234254298	1.221065702	0.85029318	1.191696606	1.62626639	1.547273992	1.262145612	1.075721944	1.06402963	1.453006514	0.995826206	0.986593266	1.518062036	1.167905596	1.306186308	0.982540928	1.173756494	1.093744284	1.269640188	1.133026636	1.631442856	1.208356994	1.72268906	1.014199782	0.90123836	1.337675068	1.333250506	1.151609664	1.112759836	0.0	1.49654253	1.368642502	1.200681084	1.137334332	1.29142498	0.912601418	1.167637754	0.874257124	1.026083872	1.15239202	1.429302864	1.066413412	1.385387062	1.37411317	1.367464628	1.264508916	1.276102458	1.207335856	1.217890392	1.374030502	1.236635572	1.253006444	1.277801844	1.412519552	1.393017446	1.431504484	1.331479484	1.306975628	1.033622824	0.958457796	1.396857094	1.003334206	1.42546705	1.255211658	0.856090508	1.310497738	1.702950848	0.665350152	1.018542016	0.745805834	1.552565074	1.16823358	1.118477918	1.365056404	1.324332414	1.549985364	0.942449958	1.66576919	1.15602381	1.190314032
J0038	1.522014012	1.081121674	1.315064654	1.281234502	1.347610974	0.99098809	1.15028687	0.979732616	1.430685198	1.245372114	0.73983997	1.431540592	1.067459886	0.994700972	1.50334189	1.461112718	1.19463912	1.18802743	1.51584938	0.800641114	1.428680872	1.05508853	1.209143702	1.223626058	1.28121885	1.375971306	1.465658988	0.729003708	1.222826742	1.314366152	1.5507088	0.52102485	1.32125255	1.193044986	1.37603512	1.00825684	1.396005252	1.281445756	0.862458362	1.166736906	1.195032014	1.332235822	1.193531892	1.205539946	1.06757697	1.183107614	1.38071679	0.9520499	1.54019145	1.330005136	1.098771986	0.766452074	1.251053436	1.29128827	1.272031346	1.49654253	0.0	0.731035288	1.397095734	1.349370934	1.343419422	1.302109072	1.441707392	1.23692357	1.413501954	1.227357766	0.831869466	1.234153898	0.988375404	0.769716068	0.890093934	0.933274778	0.795804508	1.01180461	0.879241938	0.875833404	1.064031334	1.199021986	1.60830147	1.24929569	0.960402596	1.547251814	1.503007266	1.543394186	1.21752133	1.556258526	0.89885472	1.084456936	0.831263448	0.791790516	1.297751566	1.50095068	1.597171554	1.223507558	1.503725662	1.315534904	0.9970495	1.316029178	1.306912152	1.220548342	0.782244304	1.231892102	1.48042474	1.260963008	1.46711306	1.53549443
H0709	1.397081836	0.889422258	1.275236066	1.106910602	1.29995395	0.844515134	0.98160051	0.84706886	1.253343102	1.01920327	0.917117454	1.260071524	0.911250766	1.0154402	1.436615382	1.383802754	0.81395552	1.132382834	1.354923324	0.650151006	1.349875596	1.107048286	1.469746042	1.087507626	1.204961038	1.40725935	1.29771994	0.778030948	1.075694358	1.251708496	1.494436336	0.872513982	1.206190962	1.024594234	1.180987376	0.909643036	1.437503436	1.161362644	1.069679658	1.041490126	1.241479442	1.198988086	1.051716216	1.048082806	0.659200218	1.124406766	1.383129198	0.568158484	1.493044554	1.075769292	0.918711626	0.656592414	1.089322752	1.22520575	1.110694482	1.368642502	0.731035288	0.0	1.230657554	1.150945974	1.247515418	1.086467084	1.294788916	1.011581122	1.350683654	1.072712406	0.805360746	1.058610794	0.875880888	0.612642672	0.82705821	0.816486226	0.446178632	0.873052594	0.87474329	0.888945164	1.00846329	1.113182902	1.56708341	1.073831602	0.654007076	1.423382702	1.41939925	1.475391666	1.070701818	1.38618013	0.916157164	0.969517312	0.78457422	0.425619436	1.118043526	1.326113112	1.518154722	1.10902415	1.31154723	1.19788348	1.283615048	1.177405478	1.096643112	1.12278505	0.564567412	1.109410418	1.28922656	1.19932538	1.30038978	1.336917026
M0853	0.85833957	1.225985224	1.072367988	1.045670544	1.163463076	0.866549392	1.269945308	0.924182434	1.155186308	0.891780076	1.508274568	1.118519618	0.946027504	1.07924103	1.508905116	1.614412112	1.04867507	0.883545692	1.075817042	1.187250696	1.347139174	1.35368358	1.38562132	0.848088604	1.292448356	1.305224792	0.895426402	1.24845577	1.044241228	1.02691287	1.602002718	1.469907076	1.0321213	0.813741932	0.916374022	1.159752266	1.242087626	0.99178573	1.276663824	0.862387584	1.243644152	1.0113372	0.890897106	0.730066436	1.091250364	0.89254752	1.503860812	0.924552526	1.30276294	0.761724406	1.140543496	1.17846988	1.14284589	1.318067416	0.849833288	1.200681084	1.397095734	1.230657554	0.0	0.514803428	1.13992692	0.649895682	0.637703666	0.816133772	1.216436108	1.06048714	1.20479002	0.89981318	1.032365802	1.211610118	1.261712308	1.087729004	1.097684978	0.916058312	1.073510208	1.129152722	0.896362404	1.042010328	1.124981276	1.119636216	1.30292049	1.056451756	1.063097192	0.982715764	0.738295992	0.908754132	1.48058161	0.83477323	1.338674774	1.17141349	0.820041344	1.03933101	1.677184528	1.004966288	0.91339032	1.048002738	1.345279758	1.095322836	0.823041182	0.984210144	1.135578786	1.198829528	0.846678906	1.422774486	0.754472058	0.883228992
M0852	0.821333554	0.85276642	1.051390456	1.102940788	1.171559224	0.720567764	1.163515264	0.765306214	1.1261607	0.80953828	1.399430516	1.136922502	0.890366064	1.088001382	1.498928208	1.517343416	0.972464082	0.97638076	1.016117378	1.194348672	1.285712366	1.358001696	1.468183676	0.839487344	1.215736004	1.373273392	0.929124726	1.222062194	0.967395328	1.027176214	1.55731423	1.448172836	0.976298692	0.678526944	0.897278654	1.06249535	1.256626842	1.042737618	1.298512976	0.631921212	1.234599492	1.050736892	0.713477362	0.598082148	1.035306984	0.867908428	1.42781948	0.73260799	1.342205032	0.688224586	1.099862068	1.176905132	1.171393782	1.288671628	0.738670984	1.137334332	1.349370934	1.150945974	0.514803428	0.0	1.137528132	0.496374746	0.733382398	0.82336266	1.184027764	1.07560604	1.161347688	0.762819672	0.980328574	1.115326654	1.1867667	1.079860052	1.041335886	0.746283864	1.036567476	1.083454598	0.88241488	1.030425884	1.161138212	1.059077172	1.14196431	1.111004572	1.009481024	1.021311512	0.559951436	0.847877416	1.365169718	0.838003042	1.269826486	1.09688453	0.793533188	1.048288034	1.610485172	1.042132664	0.632752632	1.004970794	1.369819654	1.096921944	0.569039718	1.02816368	1.100417758	1.16323334	0.554946954	1.372582182	0.503182702	0.590292592
J0128	1.118194714	1.578271652	0.905393652	0.912987668	1.013913824	1.133982588	1.249282256	1.073296454	0.932154272	1.088209976	1.56414688	0.81174241	1.11297094	1.069865898	1.156668092	1.136444236	0.949369722	0.986147744	1.239793902	1.20404978	1.101453754	0.84706192	1.042566236	0.961564808	1.115065444	0.858097308	0.925666022	1.103104066	1.088643604	1.051044538	1.073874818	1.231568484	1.034615644	1.049813172	0.961944518	1.029220882	0.958061006	0.823993206	1.136017044	1.041775416	0.822665128	0.937859184	1.049469874	0.975866096	1.0080063	0.915314856	1.157729548	1.181881798	0.9547842	1.006319302	0.970009716	1.226389816	1.177543178	1.110755028	0.992971548	1.29142498	1.343419422	1.247515418	1.13992692	1.137528132	0.0	1.017347058	1.24964231	0.86604036	0.977034176	1.045282704	1.159217964	0.956923816	1.195177646	1.28194699	1.336295488	1.045187548	1.060427786	1.091285752	1.079276552	1.236306926	1.042884376	1.019859932	1.217931396	0.847794792	1.513275306	1.339587948	1.375589688	1.3347274	1.097579432	1.243611372	1.484346698	0.958182322	1.388849638	1.084654218	1.01220476	0.915020266	1.107624244	0.887473356	1.253645464	1.013520126	1.101707522	0.617285832	1.105153758	0.970191736	1.33963697	1.095737348	1.232306702	1.069726438	1.19787603	1.306678288
M0855	0.851545876	0.957355406	0.872527706	0.942044686	1.062729258	0.619105186	0.92138141	0.68043898	0.896082002	0.76587753	1.358052094	0.9798835	0.897056966	1.081229056	1.41263957	1.440751006	0.921039432	0.813665378	0.845466824	1.069222374	1.293594376	1.19339927	1.466470006	0.573570938	1.064612258	1.179261246	0.901988476	1.0466263	0.761454246	0.8738734	1.443855204	1.36823985	0.870012302	0.580890286	0.759375916	1.076619928	1.071869544	0.820294204	1.296707454	0.577327062	1.088814166	0.826447406	0.663212172	0.530485458	0.954985034	0.712414898	1.400172862	0.697645556	1.384350074	0.443137704	0.90592393	1.105503238	1.08645398	1.044012714	0.640427826	0.912601418	1.302109072	1.086467084	0.649895682	0.496374746	1.017347058	0.0	0.859072272	0.562626934	0.905649186	0.972459334	1.192106654	0.676411642	0.965858668	1.060334512	1.15031597	1.021789502	0.990657348	0.67299547	0.94484901	1.13164946	0.864776314	0.950197098	1.152153498	1.06913695	1.113802516	1.228607794	1.117912322	1.12114569	0.478240906	0.635916486	1.236387996	0.620117028	1.195520908	1.016283852	0.561112326	1.0373538	1.524707786	0.799809694	0.54088479	0.707702824	1.369859396	0.922307214	0.585348412	1.034089486	0.95820662	1.210360058	0.47797848	1.432599316	0.607223388	0.704203054
